sample_id,status,num_nodes,num_edges
35cd99a4aa4df3f035a3469b830cbcbd49a6bc96,ok,512,1790
ca5c09943b9ca392d9aa28ae4c44718013f57cc9,ok,46,146
60619dee05307f2354019e1c39c18900d97a5a40,ok,512,1843
46b200ff2dbe633128376423c69ca52f2e8c18f1,ok,278,1046
9e4c6747149003447925ad970783ed4d1c574a03,ok,512,1892
c7189d12e82d767d708a5f97eb17dc43ca366e7a,ok,426,1577
dab5abcf76198d632299d3a654012b943cf35666,ok,512,1877
94adccb9a192d5a152b5ba3b099fe43374d710c9,ok,258,850
32304385944ed0ebe3d42b43cdfa9495e6a2e480,ok,261,949
3f05ebb61e715c7786e47c7cf935c56cdeeaf196,ok,512,1787
e5120699a6d0b1363078a278cd14efce1c13aca2,ok,379,1338
c9475918ac1ea86f6f93e0914cbd24570e9defa5,ok,25,78
be47d47f0d0c081e067234b7dc38f5d3b7174306,ok,512,1840
bccc0d21971f1cac29af2bcb549d05db115f9051,ok,512,1754
8546bc7013d84305a95c80f1febe7bc25e40af7a,ok,452,1610
b6cc871fadf8ee9a98e4582e8ca2db512c7b0e4e,ok,512,1856
731a262821d515e1a538512cefa410befd12e01e,ok,512,1815
b6526ece6b6977d7253e69abbcba81e63bda3ff6,ok,436,1528
df47766114cae8938f07015706904304c9864c63,ok,512,1874
16998548005a221afd9f9d2f257a41c42fba1a3a,ok,124,440
3c31bcecc428ac568d1193d47b97994994ea2478,ok,408,1496
0d246e84421c5722a329923b6598bfcb64578b89,ok,512,1792
ffd26184cb49dbc52f24c5fa4839f94e7146b169,ok,512,1848
ee4d0ce3fe202249a7ceb579c80abd32680fe57c,ok,512,1842
fb3cf88f440e4ee057d3ebe79a6e4090c47fbddf,ok,241,822
240eda5b8cf602ec8a34bf924e0b792868a13745,ok,512,1860
3fe825aaeb61053e9c570dff52ee3de6c9c4e4c8,ok,512,1834
fb9b4cedab39cc227c1522faed6867c8d585cea5,ok,184,640
8bbda237a63005da7922193c982713f975f0021a,ok,512,1887
4d4b02055b394e9be591ee34db336e942de17496,ok,79,270
8fcc0fff94185093412cd953ea3aeffd0ccc1d98,ok,512,1848
efeec78af1ca82173f4b2867762b040ca5ff75bc,ok,408,1496
691c62803c24dad1cd6da13aeb995d9f24a4b667,ok,498,1759
91cdec62b16c1d74595da1807b88289e4c7f6318,ok,464,1636
37c8e78565ba8536dde258d8ec91c2df6a155045,ok,168,590
8f60c4e32e3e99575943dbde1bfa0b1d370a7f4f,ok,35,112
44c5fc38700468f72c851c52b1c2b335a399f9ba,ok,21,64
724367a094d648c6e54060f47097d45d79de9b6e,ok,512,1820
d886ac08bc6573d72ab63e29bb95a68f8f43d0f3,ok,45,144
4bfeaefd3aca6d8285a8ec6e6bd6b3e0dc32e2e9,ok,140,498
365834ac7b452f8d3a978355961b824a70cb426d,ok,240,808
9868fd7a21846a21dbd8a793e710897fd54e237e,ok,118,412
f5f21d21dc6c7af87572f53097dcd079ff852336,ok,396,1412
e4c0952c6162ddaebcd5e19aeaadaf377499cf1d,ok,213,726
b957b87f2eb2ed0437e22a7d3275e328b53ffcf6,ok,512,1762
8a653c20eee2354411ba13fd80129a2a21e7dc85,ok,512,1883
c63a1ff5ad81c5c4277b07e276c845e37806a018,ok,241,866
ac120c4d51fc49ad1924e4df1d798297b0c2d34d,ok,512,1868
8e493be93eb1c6a841542d1b31cdfc59579facf7,ok,512,1950
89b6695e77cb47908bec05f0e45044ba1d45a135,ok,155,538
